transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,year,month,day,day_of_week,quarter,is_weekend,hour,time_period,season,price_tier,total_amount,avg_order_value,total_quantity_sold,store_total_sales,store_avg_sale,store_transaction_count,transaction_size_category,sales_performance,CustomerCluster,PredictedSales,SalesError,SalesPerformance
88913,2023-05-09,1900-01-01 06:49:13,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,6,Early Morning,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
88951,2023-05-09,1900-01-01 07:11:25,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,7,Morning,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
88954,2023-05-09,1900-01-01 07:11:38,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,9,1,2,0,7,Morning,Spring,Standard,8.0,8.0,4346,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.0,0.0,Slightly Under
88966,2023-05-09,1900-01-01 07:16:48,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,7,Morning,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
88987,2023-05-09,1900-01-01 07:30:38,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,7,Morning,Spring,Premium,8.5,8.5,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
88999,2023-05-09,1900-01-01 07:35:46,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,7,Morning,Spring,Premium,8.5,8.5,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89071,2023-05-09,1900-01-01 08:01:24,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,8,Morning,Spring,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
89105,2023-05-09,1900-01-01 08:16:23,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,8,Morning,Spring,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
89115,2023-05-09,1900-01-01 08:19:15,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,8,Morning,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
89133,2023-05-09,1900-01-01 08:25:34,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,8,Morning,Spring,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
89142,2023-05-09,1900-01-01 08:29:13,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,9,1,2,0,8,Morning,Spring,Standard,8.0,8.0,4346,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.0,0.0,Slightly Under
89194,2023-05-09,1900-01-01 08:51:28,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,8,Morning,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
89208,2023-05-09,1900-01-01 08:57:44,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,9,1,2,0,8,Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89213,2023-05-09,1900-01-01 09:00:25,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,9,Morning,Spring,Premium,8.5,8.5,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89236,2023-05-09,1900-01-01 09:09:34,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,9,Morning,Spring,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
89280,2023-05-09,1900-01-01 09:27:26,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,9,Morning,Spring,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
89315,2023-05-09,1900-01-01 09:38:57,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,9,Morning,Spring,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
89326,2023-05-09,1900-01-01 09:41:41,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,9,Morning,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
89337,2023-05-09,1900-01-01 09:43:29,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,9,Morning,Spring,Premium,9.0,9.0,4668,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
89365,2023-05-09,1900-01-01 09:54:12,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,9,Morning,Spring,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
89384,2023-05-09,1900-01-01 10:02:26,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89397,2023-05-09,1900-01-01 10:06:02,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89409,2023-05-09,1900-01-01 10:12:31,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
89413,2023-05-09,1900-01-01 10:15:19,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89415,2023-05-09,1900-01-01 10:16:43,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
89420,2023-05-09,1900-01-01 10:18:04,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
89425,2023-05-09,1900-01-01 10:18:50,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
89428,2023-05-09,1900-01-01 10:19:39,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
89450,2023-05-09,1900-01-01 10:25:29,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,9,1,2,0,10,Morning,Spring,Standard,8.0,8.0,4346,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.0,0.0,Slightly Under
89466,2023-05-09,1900-01-01 10:28:57,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,9,1,2,0,10,Morning,Spring,Standard,8.0,8.0,4346,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.0,0.0,Slightly Under
89470,2023-05-09,1900-01-01 10:31:17,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
89484,2023-05-09,1900-01-01 10:35:15,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
89491,2023-05-09,1900-01-01 10:38:18,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
89534,2023-05-09,1900-01-01 10:51:16,2,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,2023,5,9,1,2,0,10,Morning,Spring,Premium,9.0,9.0,1970,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
89546,2023-05-09,1900-01-01 10:54:00,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89554,2023-05-09,1900-01-01 10:55:55,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89558,2023-05-09,1900-01-01 10:57:00,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,10,Morning,Spring,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
89598,2023-05-09,1900-01-01 11:29:17,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,11,Morning,Spring,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
89646,2023-05-09,1900-01-01 12:32:03,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,12,Morning,Spring,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
89654,2023-05-09,1900-01-01 12:42:04,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,12,Morning,Spring,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
89692,2023-05-09,1900-01-01 13:20:08,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,13,Afternoon,Spring,Premium,9.0,9.0,4668,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
89706,2023-05-09,1900-01-01 13:40:29,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,13,Afternoon,Spring,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
89733,2023-05-09,1900-01-01 14:21:24,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,14,Afternoon,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
89735,2023-05-09,1900-01-01 14:23:15,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,9,1,2,0,14,Afternoon,Spring,Premium,8.5,8.5,4143,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
89766,2023-05-09,1900-01-01 15:10:59,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,15,Afternoon,Spring,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
89894,2023-05-09,1900-01-01 17:53:17,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,9,1,2,0,17,Afternoon,Spring,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
89975,2023-05-09,1900-01-01 19:38:29,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,9,1,2,0,19,Evening,Spring,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
89988,2023-05-09,1900-01-01 19:53:14,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,9,1,2,0,19,Evening,Spring,Premium,8.5,8.5,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89994,2023-05-09,1900-01-01 20:27:39,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,9,1,2,0,20,Evening,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
89995,2023-05-10,1900-01-01 06:00:52,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,6,Early Morning,Spring,Standard,8.0,8.0,4346,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.0,0.0,Slightly Under
90012,2023-05-10,1900-01-01 06:19:49,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,6,Early Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
90050,2023-05-10,1900-01-01 06:45:12,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,6,Early Morning,Spring,Standard,8.0,8.0,4346,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.0,0.0,Slightly Under
90056,2023-05-10,1900-01-01 06:49:48,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,10,2,2,0,6,Early Morning,Spring,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
90057,2023-05-10,1900-01-01 06:50:08,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,6,Early Morning,Spring,Standard,8.0,8.0,4346,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.0,0.0,Slightly Under
90078,2023-05-10,1900-01-01 07:01:09,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,7,Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
90086,2023-05-10,1900-01-01 07:03:21,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,10,2,2,0,7,Morning,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
90158,2023-05-10,1900-01-01 07:35:02,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,7,Morning,Spring,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
90186,2023-05-10,1900-01-01 07:44:36,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,10,2,2,0,7,Morning,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
90239,2023-05-10,1900-01-01 08:05:10,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,8,Morning,Spring,Standard,8.0,8.0,4346,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.0,0.0,Slightly Under
90248,2023-05-10,1900-01-01 08:08:06,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,8,Morning,Spring,Standard,8.0,8.0,4346,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.0,0.0,Slightly Under
90295,2023-05-10,1900-01-01 08:28:32,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,8,Morning,Spring,Standard,8.0,8.0,4346,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.0,0.0,Slightly Under
90363,2023-05-10,1900-01-01 08:52:05,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,10,2,2,0,8,Morning,Spring,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
90385,2023-05-10,1900-01-01 08:58:09,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,8,Morning,Spring,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
90396,2023-05-10,1900-01-01 09:03:26,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,9,Morning,Spring,Standard,8.0,8.0,4346,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.0,0.0,Slightly Under
90402,2023-05-10,1900-01-01 09:06:45,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,10,2,2,0,9,Morning,Spring,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
90406,2023-05-10,1900-01-01 09:07:00,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,9,Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
90410,2023-05-10,1900-01-01 09:07:42,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,9,Morning,Spring,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
90426,2023-05-10,1900-01-01 09:16:49,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,10,2,2,0,9,Morning,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
90434,2023-05-10,1900-01-01 09:19:21,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,9,Morning,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
90438,2023-05-10,1900-01-01 09:20:27,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,10,2,2,0,9,Morning,Spring,Premium,9.0,9.0,4668,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
90560,2023-05-10,1900-01-01 10:06:27,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,10,2,2,0,10,Morning,Spring,Premium,8.5,8.5,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
90620,2023-05-10,1900-01-01 10:25:42,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,10,Morning,Spring,Premium,8.5,8.5,4143,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
90634,2023-05-10,1900-01-01 10:32:05,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,10,Morning,Spring,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
90647,2023-05-10,1900-01-01 10:36:18,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,10,2,2,0,10,Morning,Spring,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
90651,2023-05-10,1900-01-01 10:38:05,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,10,Morning,Spring,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
90654,2023-05-10,1900-01-01 10:39:12,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,10,2,2,0,10,Morning,Spring,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
90684,2023-05-10,1900-01-01 10:56:44,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,10,2,2,0,10,Morning,Spring,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
90686,2023-05-10,1900-01-01 10:57:11,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,10,2,2,0,10,Morning,Spring,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
90704,2023-05-10,1900-01-01 11:07:04,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,10,2,2,0,11,Morning,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
90706,2023-05-10,1900-01-01 11:08:12,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,11,Morning,Spring,Standard,8.0,8.0,4346,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.0,0.0,Slightly Under
90732,2023-05-10,1900-01-01 11:20:17,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,10,2,2,0,11,Morning,Spring,Premium,8.5,8.5,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
90743,2023-05-10,1900-01-01 11:25:51,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,11,Morning,Spring,Premium,8.5,8.5,4143,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
90747,2023-05-10,1900-01-01 11:26:04,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,10,2,2,0,11,Morning,Spring,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
90780,2023-05-10,1900-01-01 12:15:57,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,12,Morning,Spring,Premium,8.5,8.5,4143,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
90785,2023-05-10,1900-01-01 12:18:01,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,10,2,2,0,12,Morning,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
90794,2023-05-10,1900-01-01 12:36:12,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,5,10,2,2,0,12,Morning,Spring,Standard,8.0,8.0,4346,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.0,0.0,Slightly Under
90821,2023-05-10,1900-01-01 13:15:51,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,5,10,2,2,0,13,Afternoon,Spring,Premium,9.0,9.0,4668,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
90825,2023-05-10,1900-01-01 13:21:56,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,10,2,2,0,13,Afternoon,Spring,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
90868,2023-05-10,1900-01-01 13:50:56,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,5,10,2,2,0,13,Afternoon,Spring,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
90905,2023-05-10,1900-01-01 14:30:04,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,14,Afternoon,Spring,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
90916,2023-05-10,1900-01-01 14:37:40,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,5,10,2,2,0,14,Afternoon,Spring,Premium,8.5,8.5,4143,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
90957,2023-05-10,1900-01-01 15:27:02,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,10,2,2,0,15,Afternoon,Spring,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
91004,2023-05-10,1900-01-01 16:27:01,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,5,10,2,2,0,16,Afternoon,Spring,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
